Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
188401,iPhone,1.0,1848.96,10/10/19 21:15,"491 Park St, New York, NY 30126"
149758,AA Batteries (4-pack),1.0,620.58,09/14/19 17:33,"523 Elm St, Denver, CO 34209"
175804,ThinkPad Laptop,5.0,1836.39,11/05/19 18:18,"774 Elm St, Miami, FL 36015"
115315,AA Batteries (4-pack),2.0,,01/24/19 00:59,"117 3rd St, Atlanta, GA 79344"
112143,Wired Headphones,1.0,1119.9,06/14/19 00:21,"959 3rd St, San Francisco, CA 55561"
126695,ThinkPad Laptop,1.0,808.16,07/08/19 11:33,"153 Elm St, Miami, FL 45695"
177559,iPhone,4.0,1439.87,02/23/19 15:15,"669 Elm St, Atlanta, GA 97450"
141880,27in FHD Monitor,1.0,342.22,02/23/19 08:40,"335 Park St, Boston, MA 50763"
147065,Bose SoundSport Headphones,1.0,532.61,,"587 3rd St, San Francisco, CA 27096"
177724,Wired Headphones,1.0,1664.23,11/25/19 19:33,"473 3rd St, San Francisco, CA 47970"
132108,LG Washing Machine,1.0,376.63,08/12/19 07:30,"369 Maple St, Boston, MA 84184"
100226,27in FHD Monitor,1.0,1813.65,09/17/19 14:48,"736 Elm St, San Francisco, CA 55806"
193168,,1.0,1724.28,08/11/19 04:17,"795 Main St, Los Angeles, CA 32907"
104510,Samsung TV,1.0,1744.38,11/30/19 05:41,"378 1st St, Atlanta, GA 12149"
168697,Wired Headphones,1.0,577.39,09/22/19 04:41,"913 1st St, New York, NY 79375"
159972,Bose SoundSport Headphones,1.0,38.81,06/03/19 22:33,"363 Main St, Dallas, TX 62846"
174634,ThinkPad Laptop,2.0,1768.75,11/13/19 21:34,"125 Park St, Seattle, WA 56745"
197566,Samsung TV,1.0,1421.62,10/17/19 22:22,
128056,Macbook Pro Laptop,1.0,263.29,06/06/19 11:39,"326 Pine St, Dallas, TX 14059"
138936,Lightning Charging Cable,1.0,1793.66,07/19/19 09:57,"239 Elm St, Chicago, IL 28405"
198691,Wired Headphones,2.0,1469.93,01/23/19 20:37,"596 Pine St, Los Angeles, CA 34768"
158987,Lightning Charging Cable,1.0,759.06,09/07/19 05:18,"391 Maple St, Los Angeles, CA 95493"
154052,Google Phone,3.0,1997.68,05/08/19 12:09,"373 Pine St, Los Angeles, CA 86873"
182876,AA Batteries (4-pack),1.0,1757.33,04/01/19 22:31,"909 Maple St, San Francisco, CA 55350"
152655,Apple Airpods,3.0,1752.81,11/19/19 18:47,"532 Oak St, Denver, CO 71191"
196160,27in FHD Monitor,1.0,1908.57,02/08/19 11:59,"931 Oak St, Miami, FL 48119"
158474,USB-C Charging Cable,5.0,1594.14,12/04/19 18:17,"638 Oak St, Dallas, TX 44927"
188437,iPhone,1.0,1478.73,11/17/19 15:42,"226 Pine St, Seattle, WA 25481"
141276,iPhone,1.0,531.91,06/03/19 15:35,"917 Pine St, San Francisco, CA 11090"
156871,Wired Headphones,2.0,1135.28,09/24/19 17:25,"782 Pine St, Seattle, WA 32124"
140918,Samsung TV,1.0,678.61,04/22/19 10:09,"450 1st St, San Francisco, CA 23157"
156590,USB-C Charging Cable,1.0,832.9,01/27/19 06:19,"805 Main St, Atlanta, GA 84777"
152458,Apple Airpods,1.0,873.56,07/18/19 21:57,"246 Elm St, Atlanta, GA 50956"
193304,USB-C Charging Cable,1.0,312.31,03/10/19 06:43,"784 Elm St, Dallas, TX 26242"
182356,Bose SoundSport Headphones,1.0,1985.45,09/19/19 02:43,"362 Cedar St, Boston, MA 78854"
106426,Google Phone,3.0,1059.75,12/11/19 16:44,"433 Park St, Dallas, TX 37530"
102514,Samsung TV,2.0,251.39,10/21/19 09:05,"143 Elm St, Boston, MA 61659"
124963,Macbook Pro Laptop,1.0,699.93,02/01/19 00:10,"363 Oak St, Miami, FL 62470"
196292,Google Phone,1.0,883.16,12/20/19 11:11,"893 2nd St, Atlanta, GA 63778"
132178,Lightning Charging Cable,,1851.15,03/22/19 19:06,"811 Elm St, Chicago, IL 57612"
167614,Lightning Charging Cable,1.0,1013.01,02/21/19 21:17,"936 Elm St, Chicago, IL 88249"
173526,Bose SoundSport Headphones,1.0,1445.95,07/28/19 22:12,"223 2nd St, San Francisco, CA 29690"
111518,USB-C Charging Cable,2.0,1152.79,10/03/19 08:53,"976 Main St, Miami, FL 31092"
123955,20in Monitor,1.0,1437.77,10/05/19 04:56,"348 Main St, Chicago, IL 51463"
146914,ThinkPad Laptop,1.0,1636.87,11/01/19 00:50,"555 Cedar St, Dallas, TX 98908"
128411,ThinkPad Laptop,1.0,1676.48,07/30/19 15:05,"188 Elm St, New York, NY 17418"
114904,Wired Headphones,4.0,373.09,10/03/19 15:42,"956 1st St, Atlanta, GA 59933"
137303,Google Phone,1.0,574.76,03/15/19 21:36,"515 Park St, Seattle, WA 13145"
144897,ThinkPad Laptop,1.0,1967.41,10/14/19 05:08,"368 Oak St, Denver, CO 51114"
119289,Samsung TV,1.0,1156.11,12/26/19 13:09,"434 Oak St, Chicago, IL 65591"
142955,LG Washing Machine,2.0,765.33,05/23/19 02:59,"102 Cedar St, Dallas, TX 95819"
136838,Bose SoundSport Headphones,1.0,1625.73,05/28/19 21:44,"653 1st St, Seattle, WA 38789"
118067,Samsung TV,1.0,1101.79,08/31/19 18:14,"963 Elm St, San Francisco, CA 70018"
199594,iPhone,1.0,1903.27,12/01/19 15:05,"216 Maple St, Atlanta, GA 93899"
116098,34in Ultrawide Monitor,2.0,69.07,08/29/19 20:06,"948 Main St, Atlanta, GA 60101"
155207,ThinkPad Laptop,3.0,1592.28,04/28/19 02:57,"471 2nd St, Los Angeles, CA 43459"
147938,ThinkPad Laptop,4.0,1095.4,01/15/19 22:42,"471 Park St, Boston, MA 10483"
197764,AA Batteries (4-pack),1.0,1264.3,05/27/19 22:46,"335 1st St, Seattle, WA 71996"
194173,Macbook Pro Laptop,1.0,1492.49,03/17/19 13:38,"386 Cedar St, Chicago, IL 76476"
127142,Macbook Pro Laptop,1.0,524.02,03/06/19 10:16,"972 2nd St, Denver, CO 22990"
175764,Macbook Pro Laptop,1.0,134.45,12/27/19 23:22,"407 Elm St, Atlanta, GA 84892"
165599,ThinkPad Laptop,1.0,901.61,09/22/19 08:22,"907 Main St, San Francisco, CA 48595"
178393,Google Phone,3.0,1028.24,07/04/19 23:06,"303 Elm St, Chicago, IL 96076"
103319,ThinkPad Laptop,1.0,905.11,05/01/19 04:24,"504 Main St, Denver, CO 52526"
126449,Macbook Pro Laptop,1.0,1070.94,11/03/19 00:20,"856 Oak St, Miami, FL 56764"
158519,20in Monitor,1.0,1577.28,11/06/19 00:01,"957 Cedar St, San Francisco, CA 15126"
147089,Google Phone,1.0,309.48,03/20/19 15:16,"357 Park St, San Francisco, CA 62348"
127137,Lightning Charging Cable,2.0,1575.4,09/20/19 09:03,"589 Pine St, Chicago, IL 21814"
102180,27in FHD Monitor,1.0,1212.68,07/08/19 03:23,"671 Pine St, New York, NY 93489"
131631,Samsung TV,2.0,1406.89,02/21/19 03:36,"407 Cedar St, Atlanta, GA 31456"
177930,Apple Airpods,2.0,1074.52,11/02/19 06:38,"867 Pine St, Seattle, WA 95377"
196074,Apple Airpods,1.0,1307.29,09/28/19 21:03,"897 2nd St, Miami, FL 64929"
103786,Lightning Charging Cable,1.0,1495.16,08/25/19 21:02,"891 Park St, Seattle, WA 92507"
196109,34in Ultrawide Monitor,1.0,575.23,02/04/19 21:36,"336 Main St, Denver, CO 58204"
152711,ThinkPad Laptop,2.0,1721.34,10/19/19 00:34,"992 Oak St, Boston, MA 48733"
136239,ThinkPad Laptop,2.0,80.41,07/18/19 07:22,"788 Maple St, Seattle, WA 83622"
114556,Apple Airpods,1.0,305.29,02/05/19 04:16,"804 1st St, New York, NY 70432"
146749,LG Washing Machine,4.0,1774.86,10/19/19 19:35,"959 Main St, Denver, CO 98001"
197346,AA Batteries (4-pack),3.0,47.93,02/13/19 21:46,"161 3rd St, Miami, FL 42354"
107875,27in FHD Monitor,1.0,1653.45,03/01/19 15:06,"998 Cedar St, Atlanta, GA 57182"
195412,Google Phone,1.0,1234.28,07/22/19 15:26,"334 Maple St, Dallas, TX 53003"
145553,Apple Airpods,2.0,1988.26,01/22/19 23:45,"694 Elm St, Atlanta, GA 30753"
164101,LG Washing Machine,1.0,1037.39,12/08/19 19:16,"475 Maple St, Los Angeles, CA 56677"
111069,Google Phone,1.0,1839.6,11/06/19 15:43,"783 2nd St, Atlanta, GA 87007"
100466,Google Phone,5.0,1056.12,12/19/19 02:54,"139 1st St, Miami, FL 80609"
170484,34in Ultrawide Monitor,1.0,320.27,01/13/19 16:47,"210 Elm St, San Francisco, CA 25583"
141988,LG Washing Machine,1.0,1856.19,05/01/19 07:53,"338 2nd St, Dallas, TX 29246"
125050,27in FHD Monitor,1.0,349.55,11/07/19 17:24,"548 2nd St, Dallas, TX 47035"
155440,27in FHD Monitor,1.0,1736.58,09/03/19 03:08,"975 Elm St, New York, NY 82418"
104472,ThinkPad Laptop,1.0,1729.23,07/13/19 21:53,"597 2nd St, Boston, MA 84239"
126956,,1.0,1697.98,12/02/19 03:00,"208 Cedar St, Seattle, WA 70153"
110980,ThinkPad Laptop,1.0,862.9,07/15/19 14:11,"545 Cedar St, Seattle, WA 21536"
195359,AA Batteries (4-pack),1.0,1087.85,09/29/19 02:05,"903 Main St, Boston, MA 45545"
130542,Samsung TV,4.0,96.72,12/13/19 13:31,"937 Pine St, Atlanta, GA 86903"
169492,ThinkPad Laptop,1.0,940.98,03/31/19 14:41,"976 1st St, Dallas, TX 54006"
107162,Bose SoundSport Headphones,5.0,1775.0,12/06/19 01:43,"607 Cedar St, San Francisco, CA 76879"
141349,iPhone,2.0,697.34,07/26/19 13:59,"893 1st St, Dallas, TX 99946"
108822,iPhone,4.0,1710.8,09/02/19 00:27,"584 Oak St, New York, NY 84259"
116534,Google Phone,1.0,829.26,05/04/19 21:49,"876 1st St, Chicago, IL 28051"
156686,Lightning Charging Cable,1.0,1127.73,12/21/19 16:09,"915 Elm St, New York, NY 47065"
163100,iPhone,1.0,991.38,10/14/19 08:15,"766 Elm St, San Francisco, CA 46766"
187448,USB-C Charging Cable,3.0,1215.2,01/03/19 05:37,"512 Oak St, Denver, CO 96606"
167239,Lightning Charging Cable,2.0,26.26,06/03/19 04:24,"731 Park St, Chicago, IL 19525"
102483,27in FHD Monitor,4.0,1433.1,02/12/19 01:23,"783 3rd St, Los Angeles, CA 61899"
162350,LG Washing Machine,1.0,794.0,09/15/19 15:21,"491 1st St, Miami, FL 77940"
107320,AA Batteries (4-pack),1.0,1539.14,06/07/19 03:07,"393 Pine St, Miami, FL 15220"
193126,ThinkPad Laptop,3.0,1360.91,09/08/19 06:26,"510 1st St, Boston, MA 40168"
152386,ThinkPad Laptop,1.0,1432.61,09/20/19 00:15,"801 3rd St, Los Angeles, CA 30504"
192753,Bose SoundSport Headphones,1.0,861.6,04/01/19 05:33,"138 Main St, Boston, MA 75211"
158284,Apple Airpods,2.0,919.25,09/15/19 06:59,"948 Maple St, San Francisco, CA 74988"
101747,USB-C Charging Cable,1.0,430.35,10/04/19 15:19,"386 Oak St, Dallas, TX 37214"
189593,34in Ultrawide Monitor,1.0,648.02,11/14/19 18:44,"643 Maple St, Miami, FL 87144"
131060,Lightning Charging Cable,1.0,1572.08,04/08/19 04:14,"946 Oak St, New York, NY 56122"
153436,27in FHD Monitor,1.0,335.05,08/03/19 15:12,"573 2nd St, Boston, MA 54914"
180271,iPhone,1.0,322.64,08/23/19 22:56,"206 Oak St, New York, NY 77794"
141080,20in Monitor,2.0,836.21,02/13/19 04:25,"134 Cedar St, Chicago, IL 62226"
145894,ThinkPad Laptop,1.0,1882.99,04/27/19 15:26,"960 Elm St, San Francisco, CA 11730"
138415,Wired Headphones,1.0,278.81,06/10/19 16:26,"104 Elm St, Miami, FL 50879"
186824,iPhone,1.0,877.05,09/22/19 18:36,"674 2nd St, San Francisco, CA 83216"
157274,AA Batteries (4-pack),1.0,15.29,09/20/19 19:37,"874 Pine St, Chicago, IL 17821"
184873,Bose SoundSport Headphones,1.0,68.42,12/21/19 01:47,"885 2nd St, Miami, FL 99136"
137521,AA Batteries (4-pack),4.0,1948.05,05/12/19 01:25,"985 Park St, Denver, CO 24085"
165050,Wired Headphones,1.0,989.04,04/28/19 08:40,"115 3rd St, Boston, MA 16322"
145545,AA Batteries (4-pack),1.0,735.63,12/26/19 07:18,"105 Main St, Dallas, TX 18607"
131590,LG Washing Machine,1.0,395.18,05/19/19 07:40,"115 Oak St, Miami, FL 30550"
115469,Apple Airpods,1.0,522.83,04/18/19 16:26,"399 1st St, Chicago, IL 47887"
199682,34in Ultrawide Monitor,1.0,131.67,02/26/19 02:14,"775 3rd St, Chicago, IL 98485"
127367,Apple Airpods,1.0,405.07,02/14/19 20:17,"435 Main St, San Francisco, CA 99117"
179498,27in FHD Monitor,1.0,111.94,01/11/19 14:03,"404 Cedar St, Chicago, IL 16052"
120282,Wired Headphones,1.0,,07/10/19 15:19,"827 Elm St, Chicago, IL 78068"
148066,Lightning Charging Cable,1.0,1823.22,02/27/19 13:34,"318 Cedar St, New York, NY 83640"
194817,iPhone,3.0,1407.54,12/29/19 01:14,"448 Elm St, Miami, FL 59441"
191231,Lightning Charging Cable,2.0,1501.45,06/14/19 08:49,"312 Oak St, Chicago, IL 46651"
114731,34in Ultrawide Monitor,1.0,346.28,10/14/19 23:08,"781 Main St, Miami, FL 28347"
134530,Lightning Charging Cable,1.0,1030.07,11/07/19 00:45,"932 2nd St, New York, NY 21712"
184986,Google Phone,2.0,743.53,,"356 Maple St, Miami, FL 48644"
172050,Wired Headphones,1.0,294.56,11/21/19 00:05,"280 Oak St, Los Angeles, CA 62927"
170823,Apple Airpods,2.0,1959.92,02/09/19 16:39,"728 Elm St, Miami, FL 87811"
107520,Apple Airpods,1.0,50.19,03/10/19 05:16,"786 1st St, Los Angeles, CA 64853"
100804,34in Ultrawide Monitor,1.0,1084.62,05/13/19 22:48,"502 2nd St, Denver, CO 17220"
119164,34in Ultrawide Monitor,1.0,1832.86,10/04/19 17:35,"376 Main St, Denver, CO 59252"
112956,Google Phone,1.0,1257.11,10/27/19 06:54,"462 3rd St, New York, NY 45580"
165459,USB-C Charging Cable,1.0,1731.07,11/07/19 01:02,"645 Cedar St, Denver, CO 73544"
191458,LG Washing Machine,1.0,1537.19,03/17/19 08:51,"220 2nd St, New York, NY 49336"
132729,Samsung TV,2.0,1184.07,10/04/19 13:33,"506 3rd St, San Francisco, CA 49973"
121452,LG Washing Machine,1.0,220.97,08/14/19 12:42,"847 3rd St, Los Angeles, CA 74259"
173683,LG Washing Machine,2.0,958.2,02/02/19 09:43,"565 Elm St, Dallas, TX 37992"
143836,LG Washing Machine,1.0,247.65,11/24/19 15:51,"757 Pine St, Miami, FL 52790"
183716,Apple Airpods,2.0,1075.42,10/01/19 08:38,"135 Oak St, Los Angeles, CA 63922"
154198,Macbook Pro Laptop,1.0,1977.0,11/24/19 12:45,"182 Main St, Los Angeles, CA 37575"
122330,Macbook Pro Laptop,1.0,1137.72,11/21/19 19:16,"889 3rd St, San Francisco, CA 23128"
140539,34in Ultrawide Monitor,1.0,1732.27,08/25/19 21:25,"448 Maple St, Boston, MA 33128"
146504,20in Monitor,1.0,1564.78,07/14/19 14:49,"183 Main St, San Francisco, CA 35942"
166625,Wired Headphones,1.0,1281.95,06/15/19 00:04,"266 2nd St, Boston, MA 39370"
108311,Macbook Pro Laptop,1.0,1807.6,04/30/19 02:58,"373 2nd St, Atlanta, GA 38757"
197568,Apple Airpods,3.0,267.3,01/02/19 10:00,"629 3rd St, Los Angeles, CA 46405"
164348,27in FHD Monitor,1.0,,06/16/19 16:21,"256 3rd St, Dallas, TX 15788"
127069,iPhone,1.0,1615.93,01/28/19 22:10,"872 3rd St, Dallas, TX 58498"
177955,ThinkPad Laptop,1.0,144.57,09/25/19 18:19,"807 Maple St, Boston, MA 53472"
102997,Apple Airpods,1.0,1372.03,01/20/19 04:35,"879 Oak St, San Francisco, CA 70376"
169682,LG Washing Machine,1.0,1240.69,04/03/19 07:03,"623 Oak St, Denver, CO 94926"
123181,Lightning Charging Cable,1.0,1887.07,06/17/19 06:45,"967 2nd St, San Francisco, CA 36183"
193574,Samsung TV,1.0,1551.93,07/14/19 07:20,"414 Pine St, Boston, MA 73027"
151537,ThinkPad Laptop,1.0,1377.45,06/27/19 00:04,"534 Main St, New York, NY 49724"
168603,34in Ultrawide Monitor,2.0,1637.82,12/13/19 12:20,"811 Main St, Boston, MA 20374"
149544,Wired Headphones,2.0,1509.44,03/11/19 10:32,"691 Elm St, Denver, CO 35184"
183379,Lightning Charging Cable,3.0,619.37,05/18/19 07:43,"763 Pine St, Dallas, TX 32713"
126864,Lightning Charging Cable,1.0,1358.91,06/18/19 13:50,"565 Pine St, New York, NY 91211"
153993,Wired Headphones,1.0,880.12,01/12/19 05:20,"475 Maple St, New York, NY 99138"
199733,34in Ultrawide Monitor,1.0,276.88,09/15/19 13:35,"421 3rd St, San Francisco, CA 11173"
194281,AA Batteries (4-pack),1.0,1339.11,12/25/19 16:25,"116 Park St, Atlanta, GA 73228"
109663,AA Batteries (4-pack),1.0,1096.53,01/09/19 12:48,"757 Park St, Dallas, TX 10030"
132842,USB-C Charging Cable,1.0,1423.73,09/21/19 07:33,"867 Park St, Los Angeles, CA 98210"
157040,Google Phone,1.0,1699.43,07/16/19 08:18,"733 Cedar St, Boston, MA 62231"
105540,Apple Airpods,5.0,665.79,05/14/19 17:38,"410 Oak St, New York, NY 93938"
188188,27in FHD Monitor,1.0,1939.11,04/30/19 06:48,"138 1st St, Boston, MA 38494"
125252,34in Ultrawide Monitor,2.0,1916.53,10/12/19 14:53,"469 1st St, San Francisco, CA 84740"
115879,Macbook Pro Laptop,1.0,1745.84,03/15/19 20:29,"482 Cedar St, Los Angeles, CA 26180"
100578,Samsung TV,1.0,1762.93,10/25/19 04:47,"162 2nd St, Boston, MA 35001"
126100,27in FHD Monitor,3.0,1867.04,01/09/19 02:19,"446 Main St, Atlanta, GA 57922"
138248,AA Batteries (4-pack),1.0,1153.22,06/24/19 09:40,"637 2nd St, Denver, CO 56169"
144882,27in FHD Monitor,1.0,1166.88,11/26/19 07:59,"341 3rd St, Miami, FL 38355"
125614,USB-C Charging Cable,two,490.92,11/13/19 16:07,"288 Oak St, Dallas, TX 36306"
193328,27in FHD Monitor,1.0,812.26,10/16/19 10:47,"349 Elm St, Atlanta, GA 44465"
159471,Wired Headphones,1.0,473.48,01/07/19 01:40,"966 Pine St, San Francisco, CA 27463"
157084,ThinkPad Laptop,2.0,1440.97,07/03/19 16:19,"265 3rd St, New York, NY 83761"
138680,Macbook Pro Laptop,1.0,1789.72,06/07/19 20:29,"920 2nd St, San Francisco, CA 58235"
140212,27in FHD Monitor,1.0,590.97,11/20/19 08:40,"959 Elm St, Seattle, WA 86445"
118346,USB-C Charging Cable,2.0,1323.69,08/04/19 04:15,"481 Pine St, San Francisco, CA 95995"
142270,Macbook Pro Laptop,1.0,570.32,10/27/19 18:58,"952 Maple St, Chicago, IL 95360"
117436,27in FHD Monitor,3.0,1749.56,07/17/19 18:15,"470 Park St, Dallas, TX 83757"
179577,Samsung TV,1.0,567.97,06/16/19 23:31,"550 Maple St, Dallas, TX 86612"
133112,USB-C Charging Cable,2.0,941.95,01/15/19 09:35,"331 Elm St, Dallas, TX 17642"
123537,20in Monitor,1.0,1797.87,07/17/19 16:35,"726 Park St, Seattle, WA 36699"
136863,20in Monitor,1.0,151.2,11/15/19 15:37,"741 Cedar St, Dallas, TX 15860"
151197,LG Washing Machine,1.0,314.91,06/26/19 17:34,"830 Main St, Miami, FL 32613"
197583,AA Batteries (4-pack),1.0,577.21,04/14/19 02:25,"573 Maple St, Los Angeles, CA 80197"
151633,LG Washing Machine,3.0,1829.97,02/05/19 21:20,"761 Oak St, New York, NY 30389"
175920,Bose SoundSport Headphones,1.0,156.62,11/17/19 08:56,"326 Pine St, Los Angeles, CA 57499"
180629,20in Monitor,3.0,821.76,09/30/19 12:29,"500 Elm St, Seattle, WA 40591"
147320,Google Phone,1.0,1608.98,08/04/19 07:09,"660 Main St, Boston, MA 41352"
137012,Macbook Pro Laptop,1.0,1861.13,09/06/19 20:28,"350 Maple St, Miami, FL 46363"
121758,Lightning Charging Cable,3.0,866.76,03/19/19 04:49,"364 Elm St, Los Angeles, CA 64242"
112928,AA Batteries (4-pack),1.0,794.83,08/02/19 17:56,"867 Maple St, Chicago, IL 30994"
148684,Google Phone,1.0,1616.9,03/05/19 13:08,"369 Maple St, Boston, MA 32151"
121217,Apple Airpods,1.0,630.91,07/07/19 05:21,"144 1st St, New York, NY 43208"
137801,Bose SoundSport Headphones,,1593.29,08/21/19 18:09,"997 Cedar St, Boston, MA 85072"
164545,Lightning Charging Cable,1.0,1302.1,10/30/19 06:21,"565 Oak St, Boston, MA 92865"
133327,Wired Headphones,1.0,268.31,04/08/19 21:50,"832 Park St, Atlanta, GA 88636"
129429,34in Ultrawide Monitor,1.0,22.65,09/12/19 00:33,"467 1st St, San Francisco, CA 38262"
107389,Apple Airpods,1.0,1719.24,06/15/19 07:08,"640 Pine St, Chicago, IL 86969"
185536,Lightning Charging Cable,1.0,1474.26,06/11/19 14:07,"453 Park St, Atlanta, GA 52882"
127602,LG Washing Machine,2.0,1718.14,01/12/19 07:39,"198 3rd St, New York, NY 64595"
136614,Macbook Pro Laptop,1.0,1140.89,08/07/19 19:48,"658 Oak St, Miami, FL 35953"
178606,20in Monitor,1.0,533.47,06/04/19 21:25,"829 Park St, Los Angeles, CA 85748"
137593,ThinkPad Laptop,1.0,790.1,01/16/19 12:21,"403 Oak St, New York, NY 89754"
108296,Google Phone,1.0,879.08,10/13/19 22:55,"532 Pine St, Denver, CO 28025"
135414,Wired Headphones,1.0,1651.89,11/24/19 11:18,"725 3rd St, San Francisco, CA 71319"
186539,AA Batteries (4-pack),2.0,1248.7,04/28/19 03:43,"773 Cedar St, Denver, CO 80168"
164774,Wired Headphones,1.0,1645.09,08/10/19 14:30,"110 Main St, Atlanta, GA 60401"
170524,Bose SoundSport Headphones,1.0,1261.85,12/26/19 14:07,"893 3rd St, Boston, MA 83224"
145407,20in Monitor,1.0,1649.85,01/10/19 12:06,"355 Maple St, Chicago, IL 23813"
170351,Google Phone,1.0,1736.78,03/24/19 08:43,"469 2nd St, Chicago, IL 11866"
177404,iPhone,1.0,162.41,,"641 1st St, New York, NY 79245"
114545,LG Washing Machine,2.0,1876.05,04/12/19 21:40,"991 Cedar St, Seattle, WA 80500"
121894,Bose SoundSport Headphones,1.0,1638.86,12/02/19 23:40,"940 Park St, Atlanta, GA 58768"
100928,34in Ultrawide Monitor,2.0,926.47,07/17/19 02:08,"128 2nd St, Los Angeles, CA 81176"
179710,Macbook Pro Laptop,1.0,300.87,12/25/19 05:02,"236 1st St, Miami, FL 79671"
