OrderID,Product,Quantity,Price,OrderDate,Address,Hour,DayOfWeek,Year,Month,Sales,City,State,ZipCode,Category,CumulativeSales,Rolling7DaySales,Region,OrderValueCategory,IsBundle,Season
165135,iPhone,1,190.86,2019-01-01 01:52:00,"806 Oak St, Dallas, TX 45426",1,Tuesday,2019,1,190.86,Dallas,TX,45426,Phone,23281.169999999995,4773.240000000001,South,Low,False,Winter
100851,Wired Headphones,1,1017.22,2019-01-01 01:53:00,"591 Elm St, Miami, FL 78433",1,Tuesday,2019,1,1017.22,Miami,FL,78433,Audio,24298.389999999996,5466.12,South,Medium,False,Winter
120903,Lightning Charging Cable,3,665.73,2019-01-01 02:13:00,"438 Main St, Miami, FL 81634",2,Tuesday,2019,1,1997.19,Miami,FL,81634,Accessory,26750.489999999994,5683.030000000001,South,Medium,False,Winter
117176,Macbook Pro Laptop,1,15.3,2019-01-01 02:15:00,"396 Cedar St, New York, NY 65618",2,Tuesday,2019,1,15.3,New York,NY,65618,Computer & Display,26765.789999999994,5288.07,Northeast,Low,False,Winter
194163,Samsung TV,1,1359.73,2019-01-01 02:39:00,"183 Oak St, Miami, FL 87941",2,Tuesday,2019,1,1359.73,Miami,FL,87941,Other,28171.789999999994,5081.48,South,Medium,False,Winter
194308,USB-C Charging Cable,2,857.78,2019-01-01 02:50:00,"131 Pine St, Miami, FL 55738",2,Tuesday,2019,1,1715.56,Miami,FL,55738,Accessory,29887.349999999995,6606.18,South,Medium,False,Winter
180986,USB-C Charging Cable,3,258.52,2019-01-01 02:58:00,"434 Oak St, Dallas, TX 14834",2,Tuesday,2019,1,775.56,Dallas,TX,14834,Accessory,31043.389999999996,6290.09,South,Low,False,Winter
187210,LG Washing Machine,3,316.47,2019-01-01 03:07:00,"629 Elm St, Miami, FL 13206",3,Tuesday,2019,1,949.4100000000001,Miami,FL,13206,Other,32838.0,6072.21,South,Low,False,Winter
104729,Lightning Charging Cable,1,690.01,2019-01-01 03:09:00,"564 Oak St, Dallas, TX 11111",3,Tuesday,2019,1,690.01,Dallas,TX,11111,Accessory,33528.01,6715.95,South,Low,False,Winter
137720,LG Washing Machine,1,1147.2,2019-01-01 03:20:00,"310 3rd St, New York, NY 63405",3,Tuesday,2019,1,1147.2,New York,NY,63405,Other,34675.21,4787.86,Northeast,Medium,False,Winter
189908,Google Phone,1,45.64,2019-01-01 03:22:00,"591 Oak St, New York, NY 52383",3,Tuesday,2019,1,45.64,New York,NY,52383,Phone,34720.85,4453.02,Northeast,Low,False,Winter
135679,nan,1,88.23,2019-01-01 03:24:00,"888 Oak St, Miami, FL 93036",3,Tuesday,2019,1,88.23,Miami,FL,93036,Other,34809.08,3765.69,South,Low,False,Winter
189030,Bose SoundSport Headphones,1,1204.31,2019-01-01 03:26:00,"543 3rd St, New York, NY 67198",3,Tuesday,2019,1,1204.31,New York,NY,67198,Audio,36013.39,4124.8,Northeast,Medium,False,Winter
199647,34in Ultrawide Monitor,1,381.67,2019-01-01 03:29:00,"322 Main St, San Francisco, CA 53154",3,Tuesday,2019,1,381.67,San Francisco,CA,53154,Computer & Display,36395.06,3557.0600000000004,West,Low,False,Winter
168254,Apple Airpods,3,847.33,2019-01-01 03:59:00,"262 Oak St, San Francisco, CA 80432",3,Tuesday,2019,1,2541.9900000000002,San Francisco,CA,80432,Audio,41078.97,6358.120000000001,West,Medium,False,Winter
106129,Google Phone,1,1648.67,2019-01-01 04:23:00,"534 3rd St, New York, NY 70228",4,Tuesday,2019,1,1648.67,New York,NY,70228,Phone,44334.09,7479.550000000001,Northeast,Medium,False,Winter
176344,Wired Headphones,2,104.67,2019-01-01 04:28:00,"374 3rd St, Dallas, TX 10606",4,Tuesday,2019,1,209.34,Dallas,TX,10606,Audio,44543.42999999999,6006.450000000001,South,Low,False,Winter
195629,Macbook Pro Laptop,1,1845.72,2019-01-01 04:40:00,"807 2nd St, Miami, FL 29866",4,Tuesday,2019,1,1845.72,Miami,FL,29866,Computer & Display,48394.619999999995,7315.650000000001,South,Medium,False,Winter
190967,USB-C Charging Cable,1,1872.32,2019-01-01 05:47:00,"549 1st St, Dallas, TX 25116",5,Tuesday,2019,1,1872.32,Dallas,TX,25116,Accessory,59465.42,10943.74,South,Medium,False,Winter
148633,Lightning Charging Cable,2,1914.77,2019-01-01 05:47:00,"190 Main St, Los Angeles, CA 72419",5,Tuesday,2019,1,3829.54,Los Angeles,CA,72419,Accessory,63294.96,13414.630000000001,West,Medium,False,Winter
189662,ThinkPad Laptop,1,1530.54,2019-01-01 05:48:00,"873 Main St, Los Angeles, CA 95812",5,Tuesday,2019,1,1530.54,Los Angeles,CA,95812,Computer & Display,64825.5,13420.470000000001,West,Medium,False,Winter
153647,Macbook Pro Laptop,1,1929.89,2019-01-01 05:50:00,"972 Park St, Los Angeles, CA 65639",5,Tuesday,2019,1,1929.89,Los Angeles,CA,65639,Computer & Display,66755.39,14492.380000000001,West,Medium,False,Winter
196976,iPhone,1,1013.57,2019-01-01 05:51:00,"921 Pine St, Los Angeles, CA 86772",5,Tuesday,2019,1,1013.57,Los Angeles,CA,86772,Phone,67768.96,14726.04,West,Medium,False,Winter
155648,Samsung TV,1,847.65,2019-01-01 05:54:00,"435 Cedar St, Los Angeles, CA 52240",5,Tuesday,2019,1,847.65,Los Angeles,CA,52240,Other,68616.61,14666.13,West,Low,False,Winter
141867,34in Ultrawide Monitor,1,1813.77,2019-01-01 06:09:00,"504 Park St, San Francisco, CA 82572",6,Tuesday,2019,1,1813.77,San Francisco,CA,82572,Computer & Display,71725.28000000001,8430.32,West,Medium,False,Winter
142191,20in Monitor,1,1666.02,2019-01-01 06:31:00,"176 Main St, Dallas, TX 63810",6,Tuesday,2019,1,1666.02,Dallas,TX,63810,Computer & Display,76192.83000000002,7576.22,South,Medium,False,Winter
101839,Samsung TV,2,790.27,2019-01-01 06:33:00,"580 Pine St, Los Angeles, CA 51424",6,Tuesday,2019,1,1580.54,Los Angeles,CA,51424,Other,78779.93000000001,8868.42,West,Medium,False,Winter
148535,ThinkPad Laptop,1,992.7,2019-01-01 06:56:00,"778 Park St, Dallas, TX 53378",6,Tuesday,2019,1,992.7,Dallas,TX,53378,Computer & Display,79938.61000000002,5411.8,South,Low,False,Winter
118222,Lightning Charging Cable,3,1502.57,2019-01-01 07:16:00,"157 Main St, Miami, FL 78196",7,Tuesday,2019,1,4507.71,Miami,FL,78196,Accessory,86022.52000000002,9829.69,South,Medium,False,Winter
137774,Bose SoundSport Headphones,1,1125.21,2019-01-01 07:18:00,"471 Pine St, New York, NY 63698",7,Tuesday,2019,1,1125.21,New York,NY,63698,Audio,88447.31000000003,9667.380000000001,Northeast,Medium,False,Winter
161114,Google Phone,5,481.59,2019-01-01 07:30:00,"149 Pine St, Miami, FL 98109",7,Tuesday,2019,1,2407.95,Miami,FL,98109,Phone,92005.59000000003,13059.68,South,Medium,False,Winter
198877,Samsung TV,1,1268.13,2019-01-01 07:48:00,"180 Park St, San Francisco, CA 53128",7,Tuesday,2019,1,1268.13,San Francisco,CA,53128,Other,94820.88000000003,7498.78,West,Medium,False,Winter
158016,iPhone,1,103.15,2019-01-01 07:59:00,"450 Cedar St, New York, NY 60018",7,Tuesday,2019,1,103.15,New York,NY,60018,Phone,98451.35000000003,8853.710000000001,Northeast,Low,False,Winter
169409,Samsung TV,2,1645.13,2019-01-01 08:03:00,"209 Cedar St, San Francisco, CA 63589",8,Tuesday,2019,1,3290.26,San Francisco,CA,63589,Other,101741.61000000003,9736.02,West,Medium,False,Winter
122016,Samsung TV,1,735.11,2019-01-01 08:18:00,"972 Pine St, San Francisco, CA 71247",8,Tuesday,2019,1,735.11,San Francisco,CA,71247,Other,103850.55000000003,10297.800000000001,West,Low,False,Winter
110454,LG Washing Machine,1,233.1,2019-01-01 08:24:00,"577 3rd St, Dallas, TX 89442",8,Tuesday,2019,1,233.1,Dallas,TX,89442,Other,104243.45000000004,5895.250000000001,South,Low,False,Winter
186642,Google Phone,3,1741.26,2019-01-01 08:48:00,"768 Cedar St, Dallas, TX 83992",8,Tuesday,2019,1,5223.78,Dallas,TX,83992,Phone,113873.98000000004,11906.43,South,High,False,Winter
155575,34in Ultrawide Monitor,3,1151.71,2019-01-01 08:53:00,"321 Maple St, Miami, FL 29725",8,Tuesday,2019,1,3455.13,Miami,FL,29725,Computer & Display,117329.11000000004,14213.670000000002,South,Medium,False,Winter
137322,34in Ultrawide Monitor,1,1050.4,2019-01-01 08:53:00,"902 Park St, Miami, FL 96240",8,Tuesday,2019,1,1050.4,Miami,FL,96240,Computer & Display,118379.51000000004,14528.960000000001,South,Medium,False,Winter
193721,iPhone,1,528.78,2019-01-01 08:58:00,"670 Pine St, New York, NY 42434",8,Tuesday,2019,1,528.78,New York,NY,42434,Phone,118908.29000000004,14664.84,Northeast,Low,False,Winter
177576,Apple Airpods,3,1025.09,2019-01-01 09:02:00,"154 Cedar St, Miami, FL 87455",9,Tuesday,2019,1,3075.2699999999995,Miami,FL,87455,Audio,121983.56000000004,14889.84,South,Medium,False,Winter
139302,Samsung TV,1,1263.97,2019-01-01 09:02:00,"358 2nd St, Los Angeles, CA 33347",9,Tuesday,2019,1,1263.97,Los Angeles,CA,33347,Other,123247.53000000004,14597.33,West,Medium,False,Winter
151858,Macbook Pro Laptop,2,838.48,2019-01-01 09:04:00,"439 Elm St, New York, NY 35189",9,Tuesday,2019,1,1676.96,New York,NY,35189,Computer & Display,124924.49000000005,11050.51,Northeast,Medium,False,Winter
109702,USB-C Charging Cable,2,550.32,2019-01-01 09:18:00,"699 2nd St, Los Angeles, CA 45014",9,Tuesday,2019,1,1100.64,Los Angeles,CA,45014,Accessory,126728.95000000006,8349.44,West,Medium,False,Winter
132954,Bose SoundSport Headphones,1,1236.25,2019-01-01 09:19:00,"317 Cedar St, New York, NY 73698",9,Tuesday,2019,1,1236.25,New York,NY,73698,Audio,127965.20000000006,9585.69,Northeast,Medium,False,Winter
158825,Macbook Pro Laptop,2,905.52,2019-01-01 09:28:00,"945 Maple St, New York, NY 45755",9,Tuesday,2019,1,1811.04,New York,NY,45755,Computer & Display,129776.24000000005,10867.95,Northeast,Medium,False,Winter
194437,USB-C Charging Cable,1,1479.37,2019-01-01 09:29:00,"924 Maple St, Dallas, TX 47006",9,Tuesday,2019,1,1479.37,Dallas,TX,47006,Accessory,131255.61000000004,9272.05,South,Medium,False,Winter
151860,Bose SoundSport Headphones,1,54.81,2019-01-01 09:30:00,"759 Pine St, New York, NY 99895",9,Tuesday,2019,1,54.81,New York,NY,99895,Audio,131310.42000000004,8062.89,Northeast,Low,False,Winter
191108,34in Ultrawide Monitor,1,935.69,2019-01-01 09:31:00,"593 Cedar St, Los Angeles, CA 88921",9,Tuesday,2019,1,935.69,Los Angeles,CA,88921,Computer & Display,132246.11000000004,7321.62,West,Low,False,Winter
184753,LG Washing Machine,1,394.4,2019-01-01 10:08:00,"577 Cedar St, Los Angeles, CA 12003",10,Tuesday,2019,1,394.4,Los Angeles,CA,12003,Other,139796.84000000003,7550.73,West,Low,False,Winter
160379,Apple Airpods,1,1911.71,2019-01-01 10:15:00,"631 3rd St, Miami, FL 19397",10,Tuesday,2019,1,1911.71,Miami,FL,19397,Audio,143426.36000000002,7298.92,South,Medium,False,Winter
119936,20in Monitor,1,1736.12,2019-01-01 10:41:00,"729 Pine St, Miami, FL 46760",10,Tuesday,2019,1,1736.12,Miami,FL,46760,Computer & Display,150003.98,10601.54,South,Medium,False,Winter
109598,Apple Airpods,1,658.74,2019-01-01 10:50:00,"903 Main St, Dallas, TX 67881",10,Tuesday,2019,1,658.74,Dallas,TX,67881,Audio,151254.22,9739.57,South,Low,False,Winter
125145,Lightning Charging Cable,3,1604.53,2019-01-01 11:21:00,"718 2nd St, Dallas, TX 29811",11,Tuesday,2019,1,4813.59,Dallas,TX,29811,Accessory,157748.25,10480.45,South,Medium,False,Winter
159044,ThinkPad Laptop,1,595.61,2019-01-01 11:23:00,"280 Cedar St, San Francisco, CA 93902",11,Tuesday,2019,1,595.61,San Francisco,CA,93902,Computer & Display,162095.8,12091.82,West,Low,False,Winter
114877,Bose SoundSport Headphones,2,803.0,2019-01-01 11:24:00,"639 3rd St, Miami, FL 47146",11,Tuesday,2019,1,1606.0,Miami,FL,47146,Audio,163701.8,13106.32,South,Medium,False,Winter
120084,ThinkPad Laptop,1,124.84,2019-01-01 11:41:00,"888 Elm St, Dallas, TX 81547",11,Tuesday,2019,1,124.84,Dallas,TX,81547,Computer & Display,171186.98999999996,18252.33,South,Low,False,Winter
198711,Apple Airpods,1,1394.34,2019-01-01 11:44:00,"677 1st St, New York, NY 86884",11,Tuesday,2019,1,1394.34,New York,NY,86884,Audio,173519.40999999995,12019.220000000001,Northeast,Medium,False,Winter
171700,Google Phone,2,1201.71,2019-01-01 11:45:00,"951 2nd St, New York, NY 12779",11,Tuesday,2019,1,2403.42,New York,NY,12779,Phone,175922.82999999996,13827.03,Northeast,Medium,False,Winter
101615,27in FHD Monitor,1,1219.43,2019-01-01 11:48:00,"629 Main St, Los Angeles, CA 90046",11,Tuesday,2019,1,1219.43,Los Angeles,CA,90046,Computer & Display,177142.25999999995,13440.460000000001,West,Medium,False,Winter
196715,20in Monitor,4,1090.91,2019-01-01 11:57:00,"358 Cedar St, New York, NY 19351",11,Tuesday,2019,1,4363.64,New York,NY,19351,Computer & Display,181505.89999999997,17715.550000000003,Northeast,Medium,False,Winter
160436,Wired Headphones,1,1239.8,2019-01-01 12:19:00,"716 Cedar St, San Francisco, CA 72328",12,Tuesday,2019,1,1239.8,San Francisco,CA,72328,Audio,184640.16999999995,12515.1,West,Medium,False,Winter
150326,Wired Headphones,1,887.58,2019-01-01 12:20:00,"159 Pine St, Miami, FL 58420",12,Tuesday,2019,1,887.58,Miami,FL,58420,Audio,185527.74999999994,12008.34,South,Low,False,Winter
149165,27in FHD Monitor,1,355.43,2019-01-01 12:34:00,"698 Cedar St, New York, NY 31238",12,Tuesday,2019,1,355.43,New York,NY,31238,Computer & Display,186834.80999999994,5328.91,Northeast,Low,False,Winter
153493,Bose SoundSport Headphones,4,1691.65,2019-01-01 12:38:00,"922 3rd St, Dallas, TX 26228",12,Tuesday,2019,1,6766.6,Dallas,TX,26228,Audio,193601.40999999995,11797.33,South,High,False,Winter
135822,20in Monitor,1,226.19,2019-01-01 12:39:00,"246 Pine St, Dallas, TX 94629",12,Tuesday,2019,1,226.19,Dallas,TX,94629,Computer & Display,193827.59999999995,10427.230000000001,South,Low,False,Winter
149295,20in Monitor,1,285.15,2019-01-01 12:55:00,"844 Maple St, Dallas, TX 90197",12,Tuesday,2019,1,285.15,Dallas,TX,90197,Computer & Display,196482.65999999995,10342.31,South,Low,False,Winter
103999,LG Washing Machine,3,217.92,2019-01-01 13:10:00,"379 Oak St, San Francisco, CA 90175",13,Tuesday,2019,1,653.76,San Francisco,CA,90175,Other,197136.41999999995,10657.04,West,Low,False,Winter
165879,Wired Headphones,1,746.5,2019-01-01 13:15:00,"572 3rd St, San Francisco, CA 92484",13,Tuesday,2019,1,746.5,San Francisco,CA,92484,Audio,197882.91999999995,11048.11,West,Low,False,Winter
110626,Samsung TV,1,1080.54,2019-01-01 13:22:00,"285 3rd St, Miami, FL 87815",13,Tuesday,2019,1,1080.54,Miami,FL,87815,Other,198963.45999999996,5362.049999999999,South,Medium,False,Winter
137110,iPhone,1,292.5,2019-01-01 13:24:00,"604 Park St, Miami, FL 83008",13,Tuesday,2019,1,292.5,Miami,FL,83008,Phone,199255.95999999996,5428.360000000001,South,Low,False,Winter
127989,Apple Airpods,2,918.91,2019-01-01 13:30:00,"793 3rd St, Los Angeles, CA 58977",13,Tuesday,2019,1,1837.82,Los Angeles,CA,58977,Audio,201093.77999999997,6167.389999999999,West,Medium,False,Winter
186889,34in Ultrawide Monitor,1,1987.76,2019-01-01 13:33:00,"522 1st St, Los Angeles, CA 11781",13,Tuesday,2019,1,1987.76,Los Angeles,CA,11781,Computer & Display,203081.53999999998,6884.030000000001,West,Medium,False,Winter
137892,LG Washing Machine,2,419.46,2019-01-01 13:49:00,"916 2nd St, Dallas, TX 31099",13,Tuesday,2019,1,838.92,Dallas,TX,31099,Other,204750.93,7614.509999999999,South,Low,False,Winter
133411,Wired Headphones,1,311.69,2019-01-01 13:54:00,"835 Park St, Miami, FL 67583",13,Tuesday,2019,1,311.69,Miami,FL,67583,Audio,205359.41,6395.950000000001,South,Low,False,Winter
143808,Samsung TV,1,548.11,2019-01-01 13:56:00,"963 Maple St, Dallas, TX 57245",13,Tuesday,2019,1,548.11,Dallas,TX,57245,Other,205907.52,6651.56,South,Low,False,Winter
179447,Apple Airpods,1,351.33,2019-01-01 14:06:00,"716 Pine St, Miami, FL 66549",14,Tuesday,2019,1,351.33,Miami,FL,66549,Audio,209974.55999999997,6893.0199999999995,South,Low,False,Winter
161290,Bose SoundSport Headphones,1,582.38,2019-01-01 14:18:00,"274 Cedar St, Los Angeles, CA 11635",14,Tuesday,2019,1,582.38,Los Angeles,CA,11635,Audio,210834.84999999998,5787.13,West,Low,False,Winter
146310,Macbook Pro Laptop,3,931.0,2019-01-01 14:19:00,"943 2nd St, New York, NY 63302",14,Tuesday,2019,1,2793.0,New York,NY,63302,Computer & Display,213627.84999999998,8268.439999999999,Northeast,Medium,False,Winter
197151,AA Batteries (4-pack),1,1448.36,2019-01-01 14:26:00,"917 Cedar St, Dallas, TX 21587",14,Tuesday,2019,1,1448.36,Dallas,TX,21587,Accessory,215076.20999999996,9168.69,South,Medium,False,Winter
119041,Lightning Charging Cable,3,1268.06,2019-01-01 14:27:00,"465 1st St, New York, NY 11544",14,Tuesday,2019,1,3804.18,New York,NY,11544,Accessory,218880.38999999996,9257.16,Northeast,Medium,False,Winter
171404,Lightning Charging Cable,2,1178.44,2019-01-01 14:55:00,"281 Pine St, Miami, FL 70675",14,Tuesday,2019,1,2356.88,Miami,FL,70675,Accessory,225193.00999999995,14358.16,South,Medium,False,Winter
163923,20in Monitor,2,766.37,2019-01-01 15:11:00,"408 Park St, Dallas, TX 23624",15,Tuesday,2019,1,1532.74,Dallas,TX,23624,Computer & Display,230296.52999999994,7875.93,South,Medium,False,Winter
137657,20in Monitor,3,285.93,2019-01-01 15:22:00,"421 Maple St, San Francisco, CA 45919",15,Tuesday,2019,1,857.79,San Francisco,CA,45919,Computer & Display,232746.09999999995,9909.97,West,Low,False,Winter
191080,20in Monitor,2,1632.25,2019-01-01 15:24:00,"149 Park St, San Francisco, CA 33508",15,Tuesday,2019,1,3264.5,San Francisco,CA,33508,Computer & Display,236010.59999999995,10817.59,West,Medium,False,Winter
112522,AA Batteries (4-pack),1,320.65,2019-01-01 15:25:00,"737 Oak St, Dallas, TX 90457",15,Tuesday,2019,1,320.65,Dallas,TX,90457,Accessory,236331.24999999994,10426.99,South,Low,False,Winter
153075,34in Ultrawide Monitor,1,1963.67,2019-01-01 15:37:00,"688 Cedar St, Dallas, TX 33508",15,Tuesday,2019,1,1963.67,Dallas,TX,33508,Computer & Display,241983.23999999996,13219.45,South,Medium,False,Winter
116949,Macbook Pro Laptop,2,144.0,2019-01-01 15:38:00,"556 Oak St, Dallas, TX 92528",15,Tuesday,2019,1,288.0,Dallas,TX,92528,Computer & Display,242271.23999999996,11974.71,South,Low,False,Winter
141781,ThinkPad Laptop,1,903.96,2019-01-01 15:44:00,"681 1st St, New York, NY 69701",15,Tuesday,2019,1,903.96,New York,NY,69701,Computer & Display,244102.19999999995,11356.1,Northeast,Low,False,Winter
189296,Bose SoundSport Headphones,1,1508.78,2019-01-01 15:54:00,"382 Pine St, Los Angeles, CA 21406",15,Tuesday,2019,1,1508.78,Los Angeles,CA,21406,Audio,258319.73999999993,16048.500000000002,West,Medium,False,Winter
113121,LG Washing Machine,1,1544.65,2019-01-01 16:07:00,"563 Maple St, San Francisco, CA 59241",16,Tuesday,2019,1,1544.65,San Francisco,CA,59241,Other,263732.25999999995,10080.519999999999,West,Medium,False,Winter
106403,Samsung TV,1,654.09,2019-01-01 16:26:00,"635 Park St, Los Angeles, CA 11396",16,Tuesday,2019,1,654.09,Los Angeles,CA,11396,Other,265272.72,5736.43,West,Low,False,Winter
198099,Apple Airpods,2,817.72,2019-01-01 16:43:00,"939 2nd St, San Francisco, CA 31510",16,Tuesday,2019,1,1635.44,San Francisco,CA,31510,Audio,271831.1,9643.49,West,Medium,False,Winter
167047,Wired Headphones,1,22.55,2019-01-01 16:56:00,"729 Park St, New York, NY 19917",16,Tuesday,2019,1,22.55,New York,NY,19917,Audio,274551.69,9933.06,Northeast,Low,False,Winter
108281,Wired Headphones,2,1024.35,2019-01-01 17:19:00,"691 Oak St, Los Angeles, CA 44555",17,Tuesday,2019,1,2048.7,Los Angeles,CA,44555,Audio,280223.85000000003,11594.05,West,Medium,False,Winter
152233,USB-C Charging Cable,2,52.32,2019-01-01 17:24:00,"796 1st St, New York, NY 54496",17,Tuesday,2019,1,104.64,New York,NY,54496,Accessory,280328.49000000005,10132.83,Northeast,Low,False,Winter
134065,Wired Headphones,1,1619.97,2019-01-01 17:25:00,"533 Cedar St, Dallas, TX 54620",17,Tuesday,2019,1,1619.97,Dallas,TX,54620,Audio,281948.46,10117.36,South,Medium,False,Winter
128157,ThinkPad Laptop,2,1547.27,2019-01-01 17:30:00,"940 Park St, Dallas, TX 84522",17,Tuesday,2019,1,3094.54,Dallas,TX,84522,Computer & Display,286384.62,11855.48,South,Medium,False,Winter
132762,iPhone,1,599.34,2019-01-01 17:52:00,"679 Oak St, San Francisco, CA 63219",17,Tuesday,2019,1,599.34,San Francisco,CA,63219,Phone,289901.39,9572.900000000001,West,Low,False,Winter
142804,27in FHD Monitor,3,595.27,2019-01-01 18:00:00,"571 1st St, Miami, FL 82683",18,Tuesday,2019,1,1785.81,Miami,FL,82683,Computer & Display,291819.7,4310.54,South,Medium,False,Winter
142370,34in Ultrawide Monitor,1,219.22,2019-01-01 18:00:00,"168 Elm St, San Francisco, CA 33455",18,Tuesday,2019,1,219.22,San Francisco,CA,33455,Computer & Display,293902.37,4600.32,West,Low,False,Winter
198345,ThinkPad Laptop,1,1695.5,2019-01-01 18:03:00,"785 Main St, New York, NY 89891",18,Tuesday,2019,1,1695.5,New York,NY,89891,Computer & Display,295597.87,5696.48,Northeast,Medium,False,Winter
111929,Wired Headphones,1,434.9,2019-01-01 18:06:00,"369 1st St, Los Angeles, CA 82347",18,Tuesday,2019,1,434.9,Los Angeles,CA,82347,Audio,296032.77,6022.86,West,Low,False,Winter
110084,USB-C Charging Cable,1,1694.98,2019-01-01 18:07:00,"886 Oak St, Dallas, TX 25485",18,Tuesday,2019,1,1694.98,Dallas,TX,25485,Accessory,297727.75,7717.839999999999,South,Medium,False,Winter
118600,LG Washing Machine,1,148.73,2019-01-01 18:16:00,"192 Main St, San Francisco, CA 57919",18,Tuesday,2019,1,148.73,San Francisco,CA,57919,Other,297876.48,7842.589999999999,West,Low,False,Winter
138635,Bose SoundSport Headphones,2,1321.38,2019-01-01 18:37:00,"540 3rd St, Los Angeles, CA 43395",18,Tuesday,2019,1,2642.76,Los Angeles,CA,43395,Audio,302452.93,8769.78,West,Medium,False,Winter
122248,ThinkPad Laptop,1,1262.39,2019-01-01 18:40:00,"187 2nd St, San Francisco, CA 94829",18,Tuesday,2019,1,1262.39,San Francisco,CA,94829,Computer & Display,306567.76,10969.89,West,Medium,False,Winter
180964,34in Ultrawide Monitor,1,87.96,2019-01-01 18:47:00,"250 Pine St, Los Angeles, CA 90287",18,Tuesday,2019,1,87.96,Los Angeles,CA,90287,Computer & Display,306655.72000000003,10622.95,West,Low,False,Winter
157503,ThinkPad Laptop,1,1592.05,2019-01-01 19:06:00,"498 Maple St, San Francisco, CA 92219",19,Tuesday,2019,1,1592.05,San Francisco,CA,92219,Computer & Display,319904.33,14598.96,West,Medium,False,Winter
157322,20in Monitor,1,822.65,2019-01-01 19:11:00,"771 3rd St, Dallas, TX 43278",19,Tuesday,2019,1,822.65,Dallas,TX,43278,Computer & Display,320726.98000000004,14159.22,South,Low,False,Winter
165258,AA Batteries (4-pack),1,1413.33,2019-01-01 19:18:00,"447 Main St, New York, NY 17592",19,Tuesday,2019,1,1413.33,New York,NY,17592,Accessory,322140.31000000006,15484.589999999998,Northeast,Medium,False,Winter
109421,Apple Airpods,3,1131.7,2019-01-01 19:25:00,"830 Oak St, San Francisco, CA 14848",19,Tuesday,2019,1,3395.1000000000004,San Francisco,CA,14848,Audio,325535.41000000003,12096.33,West,Medium,False,Winter
155801,Wired Headphones,5,933.31,2019-01-01 19:52:00,"753 Maple St, New York, NY 24465",19,Tuesday,2019,1,4666.549999999999,New York,NY,24465,Audio,335665.57,15761.24,Northeast,Medium,False,Winter
153397,ThinkPad Laptop,1,76.02,2019-01-01 20:00:00,"501 Oak St, Miami, FL 88197",20,Tuesday,2019,1,76.02,Miami,FL,88197,Computer & Display,336770.71,14630.4,South,Low,False,Winter
168174,Wired Headphones,1,1379.62,2019-01-01 20:03:00,"735 Maple St, San Francisco, CA 95047",20,Tuesday,2019,1,1379.62,San Francisco,CA,95047,Audio,338150.33,12614.92,West,Medium,False,Winter
